"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",9,140000000,80,"ほぼ整形","",120,"2024年","木造","住宅","住宅","北","私道",4,"１中住専",60,200,"2024年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",9,150000000,80,"ほぼ長方形",6.9,130,"2024年","木造","住宅","住宅","西","私道",4,"１中住専",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",9,180000000,80,"ほぼ整形",6.6,120,"2024年","木造","住宅","住宅","東","私道",4,"１中住専",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",10,86000000,85,"ほぼ長方形",5.5,115,"1998年","木造","住宅","住宅","東","私道",4,"１中住専",60,200,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",9,120000000,100,"ほぼ長方形",6,170,"2000年","ＲＣ","住宅","住宅","西","区道",8,"１中住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",10,95000000,70,"長方形",7.2,130,"2023年","木造","住宅","住宅","北","私道",4,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",11,89000000,85,"ほぼ長方形",5,100,"2012年","木造","住宅","住宅","西","区道",4.8,"１低住専",60,150,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","都立大学",12,120000000,125,"ほぼ長方形","",135,"2017年","木造","共同住宅","住宅","北","私道",4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大岡山","緑が丘(東京)",12,610000000,390,"ほぼ正方形",21.3,890,"1990年","ＲＣ","共同住宅、事務所","住宅","北","区道",5.6,"１中住専",60,200,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","大橋","池尻大橋",7,1900000000,340,"不整形","",1200,"1991年","ＳＲＣ","事務所、店舗","事務所","南東","都道",31,"２種住居",60,400,"2024年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","大橋","池尻大橋",6,1000000000,220,"不整形",8,1100,"1970年","ＲＣ","共同住宅、駐車場、店舗","事務所","東","都道",32,"商業",80,500,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","大橋","池尻大橋",7,320000000,95,"不整形",10.4,490,"","","","事務所","北西","都道",30,"商業",80,500,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","大橋","池尻大橋",6,90000000,130,"ほぼ長方形",7.4,250,"1989年","ＲＣ","共同住宅","住宅","北","区道",4.2,"２中住専",60,300,"2020年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",13,79000000,45,"台形",9,75,"2004年","木造","住宅","住宅","北","都道",15,"１種住居",60,200,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",15,120000000,75,"ほぼ台形",6,120,"2024年","木造","住宅","住宅","西","私道","","１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",15,250000000,210,"ほぼ正方形",15,400,"1991年","ＲＣ","共同住宅","その他","北東","区道",5.4,"１低住専",60,150,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",15,240000000,440,"不整形","",380,"1979年","ＳＲＣ","住宅、倉庫、駐車場","住宅","南西","私道",4,"１種住居",60,150,"2022年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",14,140000000,200,"袋地等","",180,"1991年","木造","住宅","住宅","東","区道",5.5,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",15,370000000,330,"ほぼ長方形",18,590,"1988年","ＲＣ","住宅、共同住宅、駐車場","住宅","南西","区道",5.4,"１低住専",60,150,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",12,40000000,65,"ほぼ長方形",4,95,"1968年","木造","住宅、事務所、作業場","工場","北","都道",15,"１種住居",60,200,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",15,59000000,65,"ほぼ正方形",8,100,"1996年","木造","住宅、駐車場","住宅","西","区道",3.8,"１低住専",60,150,"2021年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","学芸大学",13,93000000,95,"ほぼ長方形",6.6,100,"2021年","木造","住宅","住宅","西","私道",3,"１低住専",60,150,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","駒沢大学",16,190000000,130,"ほぼ長方形",7.7,180,"2019年","ＲＣ、木造","住宅","住宅","南西","区道",5.4,"１低住専",60,150,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",3,820000000,220,"ほぼ長方形",10,490,"2024年","ＲＣ","共同住宅","住宅","西","区道",5.5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",10,210000000,145,"長方形",9,135,"2012年","木造","住宅","住宅","南","区道",5.3,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",10,190000000,120,"ほぼ長方形",10,115,"2017年","軽量鉄骨造","住宅","住宅","南東","区道",5.2,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",5,120000000,90,"不整形",9.3,95,"2020年","木造","住宅","住宅","西","私道",3,"１低住専",60,150,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",6,130000000,95,"長方形",6.8,130,"2019年","木造","共同住宅","住宅","南","私道",4,"１低住専",60,150,"2024年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",7,170000000,100,"ほぼ長方形",4.1,150,"2008年","ＲＣ、木造","住宅","住宅","東","私道",4,"１低住専",50,100,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",11,150000000,105,"長方形",14,110,"1965年","","住宅","住宅","南","区道",5.3,"１低住専",50,100,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",9,340000000,260,"長方形",18,310,"2009年","木造","住宅","その他","北","区道",9,"１低住専",60,150,"2023年第3四半期","隣地の購入"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",5,180000000,185,"ほぼ長方形",12.1,125,"1994年","木造","住宅","住宅","東","区道",3.5,"１低住専",60,150,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",14,83000000,95,"長方形",5.3,100,"1984年","木造","共同住宅","住宅","北東","私道",2.9,"１低住専",60,150,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",5,670000000,370,"長方形",21.9,600,"2001年","ＲＣ","住宅","住宅","北西","区道",5.4,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",8,130000000,85,"長方形",10.8,130,"2003年","ＲＣ、木造","住宅","住宅","東","私道",3.6,"１低住専",50,100,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",5,100000000,75,"台形",7.1,140,"1996年","ＲＣ、木造","住宅","住宅","南","区道",5.3,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",4,510000000,220,"長方形",10,490,"2022年","ＲＣ","共同住宅","","南","私道",3.3,"１低住専",60,150,"2022年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",9,150000000,120,"長方形","",115,"1990年","木造","住宅","住宅","南東","区道",4,"１低住専",50,100,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",7,510000000,630,"台形",22.6,670,"2015年","鉄骨造","住宅、共同住宅","住宅","北東","区道",3.6,"１低住専",50,100,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",9,710000000,870,"ほぼ長方形",20,"","1989年","鉄骨造","共同住宅","住宅","北","区道",9,"１低住専",60,150,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",11,94000000,100,"長方形",7.8,140,"1995年","木造","住宅","住宅","南東","私道",3.6,"１低住専",60,150,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",8,240000000,240,"ほぼ長方形",14.6,175,"1989年","木造","住宅","住宅","西","区道",3.9,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",6,93000000,100,"ほぼ長方形",6.8,95,"2017年","木造","住宅","","西","私道",4,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",13,150000000,115,"ほぼ整形",12,110,"2021年","軽量鉄骨造","住宅","住宅","南東","区道",4.5,"１低住専",60,150,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",16,77000000,70,"ほぼ長方形",5,115,"2004年","木造","住宅","住宅","北西","区道",11,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",8,1000000000,430,"ほぼ台形",25,930,"2021年","ＲＣ","共同住宅","住宅","南西","区道",5.4,"１低住専",60,150,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","柿の木坂","都立大学",12,100000000,95,"ほぼ長方形","",145,"2003年","木造","住宅","住宅","東","私道",4,"１低住専",50,100,"2021年第1四半期",""
